2025-02-06 00:17:53.879 [info] Reading sessions from keychain...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:53.879 [info] Getting sessions for all scopes...
2025-02-06 00:17:53.879 [info] Got 0 sessions for ...
2025-02-06 00:17:55.104 [info] Getting sessions for all scopes...
2025-02-06 00:17:55.104 [info] Got 0 sessions for ...
2025-02-06 00:18:00.177 [info] Logging in with 'any' account...
2025-02-06 00:18:00.177 [info] Logging in for the following scopes: user:email
2025-02-06 00:18:00.215 [info] Trying without local server... (user:email)
